,date,code,book_to_price_ratio,leverage,earnings_yield,beta,growth,residual_volatility,non_linear_size,liquidity,momentum,size
161469,2011-12-01,600900.XSHG,0.813485,0.165738,0.147472,-1.210418,-0.157912,-0.557668,-1.18571,-0.499606,-0.174104,0.987644
161491,2012-01-04,600900.XSHG,0.528244,0.083779,-0.086154,-1.490892,-0.185971,-0.256205,-1.103674,-0.400648,-0.006952,0.888511
161506,2012-02-01,600900.XSHG,0.656067,0.092395,-0.048336,-1.622166,-0.15482,-0.367141,-1.096263,-0.522106,0.285857,0.873207
161527,2012-03-01,600900.XSHG,0.925111,0.179086,0.236768,-1.656054,-0.09779,-0.509547,-1.162693,-0.563123,0.281485,0.938423
161549,2012-04-05,600900.XSHG,0.655029,0.123897,0.048584,-1.740081,-0.166845,-0.644068,-1.129599,-0.65562,-0.084908,0.909528
161566,2012-05-02,600900.XSHG,0.712174,0.072699,0.132126,-1.689702,-0.146708,-0.544349,-1.125561,-0.882344,0.144526,0.903649
161588,2012-06-01,600900.XSHG,0.568462,0.050603,-0.058009,-1.808347,-0.195586,-0.702581,-1.156061,-0.805143,-0.039966,0.933265
161608,2012-07-02,600900.XSHG,0.356833,0.008941,-0.076982,-1.822727,-0.159482,-0.690879,-1.154782,-0.832967,0.188722,0.941085
161630,2012-08-01,600900.XSHG,0.206355,-0.032224,-0.214759,-1.78157,-0.07946,-0.618032,-1.11105,-0.733489,0.300577,0.897514
161653,2012-09-03,600900.XSHG,0.035791,-0.070948,-0.101593,-1.991102,-0.001391,-0.638478,-1.13959,-0.719785,0.401375,0.951736
161673,2012-10-08,600900.XSHG,0.076092,-0.035918,-0.033681,-2.036308,-0.025459,-0.559809,-1.116673,-0.617383,0.525761,0.925749
161691,2012-11-01,600900.XSHG,0.426076,-0.077226,0.213387,-2.034752,0.01872,-0.68739,-1.124899,-0.78278,0.430678,0.934642
161713,2012-12-03,600900.XSHG,0.172125,-0.14971,-0.048838,-1.740395,0.001022,-0.659137,-1.065278,-0.791126,0.381452,0.869722
161734,2013-01-04,600900.XSHG,0.388431,-0.117467,0.324657,-1.966505,0.066757,-0.65045,-1.098532,-0.863328,0.711913,0.899059
161754,2013-02-01,600900.XSHG,0.329854,-0.148701,0.172163,-2.06118,0.123696,-0.459058,-1.101685,-0.808481,0.270245,0.902767
161769,2013-03-01,600900.XSHG,0.501876,-0.088362,0.455665,-1.749156,0.143458,-0.781939,-1.130661,-1.007434,0.50487,0.944317
161790,2013-04-01,600900.XSHG,0.230382,-0.139407,0.258305,-1.914325,0.033178,-0.81575,-1.125125,-1.007259,0.102804,0.953212
161808,2013-05-02,600900.XSHG,0.159584,-0.276237,0.293842,-1.97985,-0.106705,-0.936936,-1.120402,-1.165924,0.342604,0.935646
161830,2013-06-03,600900.XSHG,0.189441,-0.234523,0.275143,-1.848557,-0.091897,-0.699187,-1.165634,-1.108214,0.315109,0.992058
161847,2013-07-01,600900.XSHG,0.054694,-0.253411,0.20497,-2.008231,-0.117928,-0.883754,-1.157226,-1.127805,0.140999,0.982782
161870,2013-08-01,600900.XSHG,-0.043794,-0.263386,0.067876,-1.810721,-0.122013,-0.767718,-1.159356,-1.047919,0.465232,0.97971
161892,2013-09-02,600900.XSHG,-0.024608,-0.130145,0.433407,-1.809028,-0.06797,-0.950346,-1.193061,-1.137587,0.326823,1.022403
161911,2013-10-08,600900.XSHG,0.083305,-0.108123,0.578926,-1.830692,-0.065538,-1.284451,-1.189152,-1.229566,-0.079309,1.012665
161929,2013-11-01,600900.XSHG,0.351911,-0.233525,0.45964,-1.802098,-0.066577,-1.008398,-1.172916,-1.156831,-0.132067,0.996516
161950,2013-12-02,600900.XSHG,0.376927,-0.214116,0.461692,-1.747034,-0.109501,-0.925278,-1.175876,-1.200673,-0.217494,0.995284
161972,2014-01-02,600900.XSHG,0.502308,-0.175614,0.622725,-1.83181,-0.096021,-1.001601,-1.223969,-1.188662,-0.323633,1.056727
161993,2014-02-07,600900.XSHG,0.615016,-0.123766,0.666921,-1.774967,-0.079625,-0.994414,-1.236576,-1.084493,-0.448443,1.081152
162009,2014-03-03,600900.XSHG,0.670517,-0.109566,0.700542,-1.732787,-0.110035,-0.912061,-1.260696,-1.144506,-0.314755,1.114446
162030,2014-04-01,600900.XSHG,0.681731,-0.145504,0.679448,-1.418416,-0.016625,-0.865405,-1.234141,-1.133613,-0.370038,1.09474
162051,2014-05-05,600900.XSHG,0.582119,-0.537405,0.565326,-1.510268,-0.07175,-0.819867,-1.207804,-1.213074,-0.553032,1.062432
162071,2014-06-03,600900.XSHG,0.390607,-0.556608,0.317756,-1.5302,-0.041164,-0.677048,-1.223904,-1.188312,-0.5404,1.095195
162091,2014-07-01,600900.XSHG,0.484841,-0.525544,0.795342,-1.589632,0.09872,-0.47188,-1.254558,-1.209584,-0.294269,1.13258
162114,2014-08-01,600900.XSHG,0.239263,-0.555252,-0.011348,-1.428513,-0.058302,-0.523048,-1.267404,-1.169344,-0.189265,1.12968
162135,2014-09-01,600900.XSHG,0.042486,-0.536321,-0.206996,-1.454107,-0.057635,-0.208874,-1.294039,-1.105678,0.09307,1.174275
162156,2014-10-08,600900.XSHG,0.161149,-0.512773,0.200802,-1.770428,0.041699,-0.376959,-1.331227,-1.121884,0.246305,1.240497
162174,2014-11-03,600900.XSHG,0.377747,-0.212736,0.075778,-1.702527,0.029761,-0.154209,-1.325133,-1.130065,0.162713,1.249632
162194,2014-12-01,600900.XSHG,0.339115,-0.256871,-0.143283,-1.949286,0.036798,-0.393671,-1.271495,-1.312475,0.197882,1.163048
162217,2015-01-05,600900.XSHG,0.055665,-0.404245,0.044574,-1.317853,0.038205,-0.345018,-1.12166,-1.146187,0.079987,0.949679
162237,2015-02-02,600900.XSHG,0.435614,-0.271239,0.375506,-1.125669,0.045325,-0.718772,-1.21249,-1.288131,0.212881,1.054694
162252,2015-03-02,600900.XSHG,0.6208,-0.237923,0.640726,-0.88359,0.14982,-0.975202,-1.248304,-1.515132,-0.037558,1.064218
162274,2015-04-01,600900.XSHG,0.882006,-0.169766,0.907237,-0.825704,0.200916,-1.181256,-1.319794,-1.519224,-0.119945,1.123351
162295,2015-05-04,600900.XSHG,0.589598,-0.207899,0.561922,-0.254925,-0.27091,-1.21118,-1.332909,-1.26018,-0.263037,1.085649
162315,2015-06-01,600900.XSHG,1.066021,-0.056772,0.94691,0.000292,-0.09976,-1.279518,-1.53689,-1.332031,-0.143421,1.254611
162336,2015-07-01,600900.XSHG,0.12296,-0.228952,0.165564,-2.161893,-0.104993,-0.688097,-1.333578,-1.558785,-0.129913,1.168863
162359,2015-08-03,600900.XSHG,-0.29226,-0.406269,-0.222714,-2.323494,-0.085459,-1.031313,-1.203708,-1.547666,0.203196,1.074674
162380,2015-09-01,600900.XSHG,-0.624627,-0.504301,-0.664412,-2.832644,-0.081258,-1.12393,-1.149968,-1.289432,0.333236,1.061939
162400,2015-10-08,600900.XSHG,-0.522371,-0.483272,-0.594842,-2.535639,0.03309,-0.949869,-1.237607,-1.281574,0.942506,1.15145
162417,2015-11-02,600900.XSHG,-0.237257,-0.579793,-0.39981,-2.353252,0.140094,-0.772652,-1.289547,-1.227516,1.094077,1.226655
162438,2015-12-01,600900.XSHG,0.148506,-0.499805,0.115246,-2.3382,0.317385,-0.534636,-1.343678,-1.260953,0.651131,1.317039
162461,2016-01-04,600900.XSHG,0.036538,-0.472948,0.275394,-2.23262,0.318417,-1.269075,-1.368256,-1.050538,0.233182,1.345042
162481,2016-02-01,600900.XSHG,-0.331315,-0.580367,-0.133368,-2.188626,0.348808,-0.795265,-1.23014,-0.843205,0.059197,1.272407
162497,2016-03-01,600900.XSHG,-0.154147,-0.539438,-0.051734,-2.192908,0.332085,-0.721658,-1.226269,-0.862899,0.374617,1.281595
162520,2016-04-01,600900.XSHG,-0.082687,-0.507148,0.295013,-2.116336,0.248841,-0.801682,-1.294565,-0.956158,0.294522,1.291404
162540,2016-05-03,600900.XSHG,0.670361,-0.765217,0.174623,-2.025679,0.329254,-0.851647,-1.313791,-0.704378,0.137161,1.326408
162561,2016-06-01,600900.XSHG,0.524309,-0.772814,0.056711,-1.969926,0.329539,-0.807905,-1.289788,-0.756465,0.104305,1.294437
162581,2016-07-01,600900.XSHG,0.602661,-0.74617,0.14453,-1.926478,0.329239,-0.891138,-1.313027,-0.79359,0.143324,1.334123
162602,2016-08-01,600900.XSHG,0.301752,-0.766536,0.024629,-1.929939,0.333524,-0.891791,-1.309178,-0.68923,0.056778,1.310283
162625,2016-09-01,600900.XSHG,-0.444659,0.610787,0.360821,-1.886904,0.342068,-1.043706,-1.322957,-0.760697,0.198807,1.345528
162645,2016-10-10,600900.XSHG,-0.38436,0.65532,0.453784,-1.897187,0.343382,-1.26564,-1.310381,-0.716144,0.117628,1.356195
162661,2016-11-01,600900.XSHG,-0.091412,0.605953,0.661209,-1.957261,0.306534,-1.431256,-1.311811,-0.514564,0.113216,1.37476
162683,2016-12-01,600900.XSHG,0.043479,0.646464,0.837409,-1.933732,0.303579,-1.12252,-1.289191,-0.715616,0.014334,1.345296
162705,2017-01-03,600900.XSHG,0.036005,0.647565,0.84681,-2.00889,0.39282,-0.578878,-1.299362,-0.423944,-0.036968,1.336538
162723,2017-02-03,600900.XSHG,0.011444,0.639728,0.697156,-1.860866,0.385909,-0.430845,-1.318778,-0.366399,-0.057049,1.290057
162741,2017-03-01,600900.XSHG,0.106449,0.785605,0.77072,-1.776684,0.388862,-0.581672,-1.247276,-0.619528,-0.013611,1.28445
162764,2017-04-05,600900.XSHG,0.040344,0.749071,0.670071,-1.744761,0.43197,-0.441178,-1.278813,-0.520745,-0.050017,1.263194
162782,2017-05-02,600900.XSHG,-0.223959,0.417831,0.442895,-1.644953,0.646231,-0.240617,-1.255346,-0.609781,-0.033792,1.196458
162802,2017-06-01,600900.XSHG,-0.51545,0.291537,0.017073,-1.568763,0.278226,0.093843,-1.228858,-0.36683,0.048503,1.107078
162824,2017-07-03,600900.XSHG,-0.359259,0.326125,0.122553,-1.609062,0.145382,-0.03519,-1.273037,-0.498686,0.204091,1.144843
162845,2017-08-01,600900.XSHG,-0.597315,0.330665,0.173907,-1.633151,0.152319,0.49962,-1.248349,-0.775383,0.158901,1.102586
162868,2017-09-01,600900.XSHG,-0.756394,0.324417,0.307807,-1.778725,0.218031,0.418572,-1.244484,-0.875217,0.244065,1.115319
162889,2017-10-09,600900.XSHG,-0.732877,0.350636,0.275545,-1.810531,0.207749,0.239027,-1.256297,-0.932125,0.086755,1.126709
162906,2017-11-01,600900.XSHG,-0.436649,0.415095,0.188832,-1.675332,0.181429,0.174695,-1.232778,-0.812939,0.070078,1.094003
162928,2017-12-01,600900.XSHG,-0.57611,0.358755,0.041436,-1.743859,0.257762,0.376711,-1.206752,-0.789136,0.101887,1.039723
162949,2018-01-02,600900.XSHG,-0.458873,0.400429,0.213461,-1.829695,0.266615,0.251544,-1.203129,-0.696078,0.214108,1.020536
162971,2018-02-01,600900.XSHG,-0.492438,0.361438,0.007765,-1.762623,0.285303,-0.197816,-1.13971,-0.900386,0.084486,0.939318
162986,2018-03-01,600900.XSHG,-0.593207,0.308337,-0.127403,-2.211905,0.292983,-0.708006,-1.169146,-0.892534,-0.026561,0.963957
163008,2018-04-02,600900.XSHG,-0.542929,0.390115,-0.054947,-2.103185,0.276724,-0.1096,-1.199604,-0.946257,0.328554,1.02032
163026,2018-05-02,600900.XSHG,-0.623441,0.164655,-0.226532,-2.11616,0.884153,-0.006186,-1.202298,-0.891258,0.318986,1.00945
163048,2018-06-01,600900.XSHG,-0.681213,0.15646,-0.374021,-1.862154,0.277466,-0.122445,-1.191843,-0.811,0.235284,1.012756
163068,2018-07-02,600900.XSHG,-0.856078,0.136983,-0.472949,-2.134426,0.249704,-0.364879,-1.187011,-0.705969,0.380576,1.001705
163090,2018-08-01,600900.XSHG,-0.912344,0.096495,-0.580817,-2.197939,0.223352,-0.463873,-1.188813,-0.756986,0.531915,0.996497
163113,2018-09-03,600900.XSHG,-0.888876,0.176002,-0.554541,-2.238543,0.270827,-0.190445,-1.175932,-0.67741,0.823489,0.97499
163132,2018-10-08,600900.XSHG,-0.924268,0.147536,-0.598824,-2.210892,0.26298,-0.312099,-1.172229,-0.777468,0.588335,0.971694
163150,2018-11-01,600900.XSHG,-0.915581,-0.03606,-0.636465,-2.304519,0.318665,-0.544671,-1.144769,-0.676965,0.50991,0.955793
163172,2018-12-03,600900.XSHG,-0.802239,0.045385,-0.485425,-2.150666,0.365192,-0.515517,-1.178392,-0.551452,0.564853,0.99924
163192,2019-01-02,600900.XSHG,-0.957312,-0.022022,-0.695395,-2.148733,0.404845,-0.294847,-1.183944,-0.400691,0.319515,1.004729
163214,2019-02-01,600900.XSHG,-0.891817,-0.04293,-0.656872,-2.110955,0.425973,-0.256033,-1.164752,-0.678855,0.983544,0.957302
163229,2019-03-01,600900.XSHG,-0.70754,0.053156,-0.420097,-2.295054,0.433331,-0.416814,-1.188815,-0.994106,0.599429,0.994519
163250,2019-04-01,600900.XSHG,-0.624685,0.12426,-0.297536,-2.16859,0.369351,-0.68146,-1.234323,-0.98723,-0.002994,1.048773
163271,2019-05-06,600900.XSHG,-0.796704,-0.187553,-0.553806,-1.959771,0.50948,-0.684561,-1.196209,-0.778809,-0.154439,0.986157
163291,2019-06-03,600900.XSHG,-0.827091,-0.217749,-0.60321,-1.985436,0.181333,-0.749543,-1.199983,-0.88577,-0.030535,0.995024
163310,2019-07-01,600900.XSHG,-0.71561,-0.199585,-0.501707,-2.043769,0.174069,-0.537618,-1.20252,-0.967114,0.311204,0.981947
163333,2019-08-01,600900.XSHG,-0.938335,-0.233438,-0.633227,-1.997087,0.185328,-0.291426,-1.187594,-0.976147,0.202167,0.974668
163355,2019-09-02,600900.XSHG,-0.841403,-0.107223,-0.550638,-2.32837,0.175464,-0.259354,-1.195499,-1.147007,0.385528,0.975785
163375,2019-10-08,600900.XSHG,-0.86297,-0.120961,-0.589037,-1.958958,0.190087,-0.10284,-1.209113,-1.075744,0.347534,0.981023
163393,2019-11-01,600900.XSHG,-0.743729,-0.188563,-0.482334,-1.958464,0.214676,-0.048336,-1.203466,-1.106555,0.223413,0.955487
163414,2019-12-02,600900.XSHG,-0.777909,-0.197533,-0.531748,-2.014301,0.216859,-0.10369,-1.174805,-1.154122,0.04585,0.950956
163436,2020-01-02,600900.XSHG,-0.699329,-0.170237,-0.453457,-2.118696,0.209625,-0.191982,-1.183871,-1.172508,0.10963,0.968611
163452,2020-02-03,600900.XSHG,-0.674803,-0.120746,-0.471891,-2.364829,0.27256,-0.661016,-1.190051,-1.19302,-0.036115,0.973582
163472,2020-03-02,600900.XSHG,-0.538289,-0.094801,-0.326665,-2.400576,0.244292,-0.623551,-1.224654,-1.303878,-0.254852,0.998232
163494,2020-04-01,600900.XSHG,-0.662836,-0.10382,-0.468364,-2.233319,0.091837,-0.679538,-1.208176,-1.139653,-0.216913,0.998303
163515,2020-05-06,600900.XSHG,-0.57086,-0.109655,-0.382661,-2.197735,-0.129938,-0.677618,-1.229923,-1.174555,-0.048122,0.984481
163533,2020-06-01,600900.XSHG,-0.567336,-0.084195,-0.377616,-2.024251,-0.059489,-0.565704,-1.266401,-1.249314,-0.028753,1.002505
163553,2020-07-01,600900.XSHG,-0.555273,-0.07513,-0.403784,-1.868803,-0.075153,-0.685521,-1.269743,-1.373792,-0.171921,0.992919
163576,2020-08-03,600900.XSHG,-0.431869,0.002059,-0.082501,-2.319026,-0.091296,-0.818668,-1.286092,-1.503297,-0.291368,1.01341
163597,2020-09-01,600900.XSHG,-0.425133,0.223256,-0.146842,-2.428079,-0.076765,-0.714951,-1.246717,-1.346021,-0.558864,0.996093
163619,2020-10-09,600900.XSHG,-0.471282,0.190286,-0.160904,-2.339966,0.014585,-0.153903,-1.218852,-1.318622,-0.412662,0.980033
163635,2020-11-02,600900.XSHG,-0.396972,-0.148749,-0.219573,-2.22096,0.074032,-0.082444,-1.193652,-1.419599,-0.260306,0.960327
163656,2020-12-01,600900.XSHG,-0.377213,-0.176678,-0.186342,-2.150535,0.073122,-0.104086,-1.184268,-1.485117,-0.181529,0.946704
163679,2021-01-04,600900.XSHG,-0.235542,-0.107741,-0.03401,-2.177065,0.053377,-0.282925,-1.155081,-1.581869,-0.415611,0.896284
163680,2010-03-01,601006.XSHG,0.332864,-1.048616,0.129701,-0.463982,-0.45214,-0.500907,-1.340041,-0.983517,-0.487565,1.123467
163703,2010-04-01,601006.XSHG,0.463173,-0.343761,0.368565,-0.375995,-0.058025,-0.583575,-1.303784,-0.951187,-0.840683,1.094213
163724,2010-05-04,601006.XSHG,0.315955,-0.450135,0.241077,-0.559051,0.034219,-0.737908,-1.318772,-0.936372,-0.718082,1.101801
163744,2010-06-01,601006.XSHG,0.319929,-0.483534,0.244526,-0.694085,0.023043,-0.712575,-1.291436,-1.00679,-0.433607,1.09187
163763,2010-07-01,601006.XSHG,-0.026621,-0.504414,0.06102,-1.176927,0.003079,-0.750973,-1.276847,-0.954194,-0.452979,1.094853
163785,2010-08-02,601006.XSHG,0.162215,-0.47641,0.308177,-1.413833,0.066105,-0.89257,-1.315868,-1.019723,-0.032191,1.12967
163807,2010-09-01,601006.XSHG,0.344518,-0.381289,0.62073,-1.565747,0.117382,-0.827339,-1.359252,-1.013326,-0.476881,1.184793
163826,2010-10-08,601006.XSHG,0.438243,-0.391856,0.803648,-1.496692,-0.025516,-0.956181,-1.348809,-1.037437,-0.477224,1.151087
163842,2010-11-01,601006.XSHG,-0.216422,-0.133443,1.01476,-1.711357,-0.068598,-1.285117,-1.336562,-1.199937,-0.363878,1.122351
163864,2010-12-01,601006.XSHG,0.777658,-0.051516,1.18986,-1.36578,-0.268351,-1.403461,-1.270399,-1.11772,-0.732435,1.033473
163887,2011-01-04,601006.XSHG,0.812465,-0.064693,1.203286,-1.477607,-0.260747,-1.355902,-1.233522,-1.198952,-0.864215,1.008787
163907,2011-02-01,601006.XSHG,0.447891,-0.100059,1.168388,-1.600029,-0.272352,-0.918986,-1.19003,-0.917673,-0.717423,0.973632
163922,2011-03-01,601006.XSHG,0.724799,-0.108226,1.213264,-1.6348,-0.213151,-0.959765,-1.255265,-1.181236,-0.115371,1.023806
163945,2011-04-01,601006.XSHG,0.588984,-0.119262,1.207141,-1.448832,0.007483,-0.913947,-1.237638,-1.202768,-0.443236,1.002939
163964,2011-05-03,601006.XSHG,0.542526,-0.476,1.208916,-1.406789,0.493682,-0.948517,-1.227046,-1.127895,-0.356171,0.977019
163985,2011-06-01,601006.XSHG,0.496895,-0.473209,1.278729,-1.388596,0.48165,-0.800457,-1.201267,-1.060308,-0.084863,0.964093
164006,2011-07-01,601006.XSHG,0.516899,-0.43249,1.331358,-1.331346,0.48142,-0.794698,-1.215711,-1.179394,-0.051541,0.985742
164027,2011-08-01,601006.XSHG,0.636406,-0.411546,1.315547,-1.077127,0.5177,-0.944047,-1.227189,-1.115069,-0.176346,1.009553
164050,2011-09-01,601006.XSHG,0.633002,-0.445997,1.288073,-0.634959,0.496115,-1.108773,-1.221817,-1.008914,-0.330507,1.015541
164071,2011-10-10,601006.XSHG,0.441957,-0.460044,1.325407,-0.556364,0.495207,-0.893552,-1.171397,-0.852878,-0.269656,0.973766
164087,2011-11-01,601006.XSHG,0.433067,-0.471203,1.357985,-0.700294,0.502705,-0.846139,-1.184017,-0.769114,-0.077645,0.986743
164109,2011-12-01,601006.XSHG,0.394611,-0.484287,1.288038,-0.69879,0.503644,-0.694702,-1.18571,-0.758615,0.154188,0.987644
164131,2012-01-04,601006.XSHG,0.125429,-0.546496,0.943865,-0.855202,0.570002,-0.597202,-1.103674,-0.670142,0.170775,0.888511
164146,2012-02-01,601006.XSHG,0.131551,-0.552731,1.036137,-1.313237,0.615638,-0.428118,-1.096263,-0.654347,0.367622,0.873207
164167,2012-03-01,601006.XSHG,0.390102,-0.493426,1.393545,-1.439917,0.628623,-0.541618,-1.162693,-0.649033,0.502494,0.938423
164189,2012-04-05,601006.XSHG,0.214477,-0.529783,1.283402,-1.614428,0.523315,-0.613892,-1.129599,-0.692806,0.018713,0.909528
164206,2012-05-02,601006.XSHG,0.505042,-0.853083,1.316549,-1.664315,0.442596,-0.660326,-1.125561,-0.677679,0.104368,0.903649
164228,2012-06-01,601006.XSHG,0.524385,-0.839989,1.296315,-1.762972,0.402735,-0.735205,-1.156061,-0.648008,-0.038643,0.933265
164248,2012-07-02,601006.XSHG,0.563083,-0.854103,1.230242,-1.729528,0.472435,-0.753516,-1.154782,-0.679823,-0.022966,0.941085
164270,2012-08-01,601006.XSHG,0.546781,-0.841967,1.466061,-1.306938,0.510475,-0.706402,-1.11105,-0.37182,-0.13692,0.897514
164293,2012-09-03,601006.XSHG,0.241472,-0.810196,1.371403,-1.488691,0.513642,-0.573168,-1.13959,-0.508137,-0.248293,0.951736
164313,2012-10-08,601006.XSHG,0.258585,-0.79002,1.401125,-1.512733,0.468101,-0.552481,-1.116673,-0.539344,-0.093852,0.925749
164331,2012-11-01,601006.XSHG,0.609461,-1.004043,1.405169,-1.51689,0.465083,-0.590061,-1.124899,-0.66896,-0.109506,0.934642
164353,2012-12-03,601006.XSHG,0.203996,-1.062681,0.839851,-1.430506,0.430827,-0.476777,-1.065278,-0.546044,-0.141309,0.869722
164374,2013-01-04,601006.XSHG,0.452276,-1.055701,1.299294,-1.663131,0.43952,-0.552962,-1.098532,-0.676681,0.574015,0.899059
164394,2013-02-01,601006.XSHG,0.434484,-1.064677,1.25221,-1.578846,0.513699,-0.776325,-1.101685,-1.007163,0.058129,0.902767
164409,2013-03-01,601006.XSHG,0.163956,-1.036375,0.959747,-1.386131,0.5149,-0.018578,-1.130661,-0.794987,0.138375,0.944317
164430,2013-04-01,601006.XSHG,0.133283,-1.038487,1.031217,-1.644926,0.410505,0.021944,-1.125125,-0.800286,0.55767,0.953212
164448,2013-05-02,601006.XSHG,0.420876,-1.000619,1.227553,-1.379368,0.476752,-0.220824,-1.120402,-0.94804,0.334983,0.935646
164470,2013-06-03,601006.XSHG,0.637779,-0.950975,1.408779,-1.321714,0.453371,-0.349541,-1.165634,-1.02614,0.093242,0.992058
164487,2013-07-01,601006.XSHG,0.569932,-0.933397,1.472287,-1.501864,0.443963,-0.489246,-1.157226,-1.063161,-0.301315,0.982782
164510,2013-08-01,601006.XSHG,0.47182,-0.947262,1.315849,-1.226751,0.449103,-0.500749,-1.159356,-1.075528,-0.379591,0.97971
164532,2013-09-02,601006.XSHG,0.331723,-0.956073,1.263889,-1.350686,0.507721,-0.052719,-1.193061,-0.954898,-0.0264,1.022403
164551,2013-10-08,601006.XSHG,0.370338,-0.935757,1.338359,-1.361095,0.555466,-0.383352,-1.189152,-1.244968,0.189676,1.012665
164569,2013-11-01,601006.XSHG,0.176229,-1.018183,1.054695,-1.412736,0.528629,-0.168138,-1.172916,-1.14564,0.19416,0.996516
164590,2013-12-02,601006.XSHG,0.088995,-1.016965,0.92268,-1.20285,0.552707,-0.108534,-1.175876,-1.173567,0.496482,0.995284
164612,2014-01-02,601006.XSHG,0.218072,-0.980762,1.169195,-1.185371,0.574994,-0.180061,-1.223969,-1.194893,0.571122,1.056727
164633,2014-02-07,601006.XSHG,0.219113,-0.92104,1.196407,-1.210933,0.599762,-0.244254,-1.236576,-1.076276,0.260059,1.081152
164649,2014-03-03,601006.XSHG,0.418895,-0.920619,1.479851,-1.40121,0.583082,-0.049721,-1.260696,-0.927698,0.145408,1.114446
164670,2014-04-01,601006.XSHG,0.386217,-0.998651,1.3307,-1.1692,0.660014,-0.154623,-1.234141,-1.159401,-0.13248,1.09474
164691,2014-05-05,601006.XSHG,0.524455,-1.21102,1.31982,-1.179675,0.4911,-0.197726,-1.207804,-1.098158,-0.154359,1.062432
164711,2014-06-03,601006.XSHG,0.513777,-1.216609,1.353551,-1.221613,0.457107,-0.236589,-1.223904,-1.195184,-0.100123,1.095195
164731,2014-07-01,601006.XSHG,0.542805,-1.174261,1.067606,-1.164936,0.48874,-0.21187,-1.254558,-1.161013,-0.148034,1.13258
164754,2014-08-01,601006.XSHG,0.422952,-1.213835,1.030914,-1.351592,0.476474,-0.300062,-1.267404,-1.19711,-0.171522,1.12968
164775,2014-09-01,601006.XSHG,0.549079,-1.201801,0.96482,-1.359537,0.499898,-0.508834,-1.294039,-1.159101,0.033445,1.174275
164796,2014-10-08,601006.XSHG,0.66189,-1.187908,0.760106,-0.960945,0.558115,-0.569539,-1.331227,-1.173242,0.00036,1.240497
164814,2014-11-03,601006.XSHG,0.68858,-1.15891,0.742845,-0.726061,0.571085,-0.61133,-1.325133,-1.192056,-0.02247,1.249632
164834,2014-12-01,601006.XSHG,0.396664,-1.233673,0.617987,-0.149181,0.53417,-0.285694,-1.271495,-1.118504,-0.018502,1.163048
164857,2015-01-05,601006.XSHG,0.280658,-1.343095,1.420681,0.420183,0.522892,-0.800677,-1.12166,-1.073736,0.086297,0.949679
164877,2015-02-02,601006.XSHG,0.467237,-1.24572,1.41655,0.66451,0.524994,-0.471268,-1.21249,-0.742968,0.076006,1.054694
164892,2015-03-02,601006.XSHG,0.632311,-1.245958,1.467764,0.783596,0.549458,-0.555619,-1.248304,-1.025667,-0.056761,1.064218
164914,2015-04-01,601006.XSHG,0.957424,-1.239986,1.411114,0.651385,0.595226,-0.831447,-1.319794,-1.17074,-0.131643,1.123351
164935,2015-05-04,601006.XSHG,0.910645,-1.443744,1.472673,0.09383,0.276102,-0.842278,-1.332909,-0.835413,-0.311715,1.085649
164955,2015-06-01,601006.XSHG,1.690619,-1.344909,1.434868,0.27765,0.319647,-0.983251,-1.53689,-1.113125,-0.127718,1.254611
164976,2015-07-01,601006.XSHG,0.578757,-1.452527,1.29692,-0.464412,0.304541,-0.426851,-1.333578,-0.607411,-0.216427,1.168863
164999,2015-08-03,601006.XSHG,0.757322,-1.464889,1.210046,0.143942,0.361938,-0.555238,-1.203708,-0.677916,-0.09673,1.074674
165020,2015-09-01,601006.XSHG,0.396831,-1.475323,0.936051,-0.057134,0.358438,-0.489691,-1.149968,-0.8217,-0.138098,1.061939
165040,2015-10-08,601006.XSHG,0.896114,-1.410715,1.134612,-0.306835,0.388291,-0.429456,-1.237607,-1.050968,0.071289,1.15145
165057,2015-11-02,601006.XSHG,1.387182,-1.410044,1.20593,-0.430432,0.411121,-0.720077,-1.289547,-1.406087,-0.172847,1.226655
165078,2015-12-01,601006.XSHG,1.748535,-1.380863,1.222226,-0.483908,0.366542,-0.660971,-1.343678,-1.480684,-0.535997,1.317039
165101,2016-01-04,601006.XSHG,1.796959,-1.375286,1.275873,-0.571155,0.385691,-0.782104,-1.368256,-1.35062,-0.758271,1.345042
165121,2016-02-01,601006.XSHG,1.663221,-1.407098,1.225136,-0.591448,0.368649,-0.471379,-1.23014,-1.245434,-0.564669,1.272407
165137,2016-03-01,601006.XSHG,1.807435,-1.410842,1.157934,-0.644145,0.356136,-0.601266,-1.226269,-1.07196,-0.494636,1.281595
165160,2016-04-01,601006.XSHG,1.830675,-1.399143,1.288578,-0.762654,-0.016421,-0.84271,-1.294565,-0.941483,-0.741939,1.291404
165180,2016-05-03,601006.XSHG,1.809282,-1.247417,1.298064,-0.77172,0.271081,-0.828271,-1.313791,-0.975677,-0.6583,1.326408
165201,2016-06-01,601006.XSHG,1.830133,-1.246426,1.332721,-0.848616,0.262954,-0.884985,-1.289788,-1.069769,-0.628875,1.294437
165221,2016-07-01,601006.XSHG,1.884336,-1.220295,1.382895,-0.963758,0.366382,-0.882839,-1.313027,-1.199502,-0.575536,1.334123
165242,2016-08-01,601006.XSHG,1.875858,-1.220025,1.361832,-1.039088,0.364692,-0.85309,-1.309178,-1.227671,-0.48099,1.310283
