,date,book_to_price_ratio_predict,leverage_predict,earnings_yield_predict,beta_predict,growth_predict,residual_volatility_predict,non_linear_size_predict,liquidity_predict,momentum_predict,size_predict
1093,2020-06-01,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024,1.2448024
1094,2020-07-01,1.008751,1.008751,1.008751,1.008751,1.008751,1.008751,1.008751,1.008751,1.008751,1.008751
1095,2020-08-03,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083,1.0639083
1096,2020-09-01,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124,1.0213124
1097,2020-10-09,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665,0.91312665
1098,2020-11-02,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773,0.73928773
1099,2020-12-01,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963,0.96961963
1100,2018-12-03,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312,0.8826312
1101,2019-01-02,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824,0.9416824
1102,2019-02-01,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888,1.1237888
1103,2019-03-01,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827,0.93516827
1104,2019-04-01,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093,0.7969093
1105,2019-05-06,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564,0.81393564
1106,2019-06-03,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504,1.0090504
1107,2019-07-01,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891,0.9858891
1108,2019-08-01,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076,1.0103076
1109,2019-09-02,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994,0.95430994
1110,2019-10-08,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544,0.9728544
1111,2019-11-01,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723,0.94401723
1112,2019-12-02,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677,1.0709677
1113,2020-01-02,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725,0.65487725
1114,2020-02-03,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725,0.76315725
1115,2020-03-02,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091,1.1607091
1116,2020-04-01,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799,0.8641799
1117,2020-05-06,0.903283,0.903283,0.903283,0.903283,0.903283,0.903283,0.903283,0.903283,0.903283,0.903283
1118,2020-06-01,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691,1.3345691
1119,2020-07-01,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858,1.0449858
1120,2020-08-03,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408,1.1188408
1121,2020-09-01,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022,0.9120022
1122,2020-10-09,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181,0.6959181
1123,2020-11-02,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526,0.94519526
1124,2020-12-01,0.879214,0.879214,0.879214,0.879214,0.879214,0.879214,0.879214,0.879214,0.879214,0.879214
1125,2018-12-03,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334,0.8938334
1126,2019-01-02,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691,0.9042691
1127,2019-02-01,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036,0.99658036
1128,2019-03-01,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413,0.84587413
1129,2019-04-01,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073,1.0000073
1130,2019-05-06,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247,0.93519247
1131,2019-06-03,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645,1.0035645
1132,2019-07-01,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947,1.5390947
1133,2019-08-01,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642,0.8050642
1134,2019-09-02,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425,0.99672425
1135,2019-10-08,0.957105,0.957105,0.957105,0.957105,0.957105,0.957105,0.957105,0.957105,0.957105,0.957105
1136,2019-11-01,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137,0.9086137
1137,2019-12-02,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807,0.98505807
1138,2020-01-02,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331,0.9878331
1139,2020-02-03,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991,0.8647991
1140,2020-03-02,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967,1.1541967
1141,2020-04-01,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342,1.0302342
1142,2020-05-06,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185,1.1723185
1143,2020-06-01,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221,1.2150221
1144,2020-07-01,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318,1.1124318
1145,2020-08-03,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267,0.9484267
1146,2020-09-01,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662,0.8796662
1147,2020-10-09,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116,1.0276116
1148,2020-11-02,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628,1.0443628
1149,2020-12-01,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833,0.85691833
1150,2018-12-03,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564,0.86546564
1151,2019-01-02,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236,0.8914236
1152,2019-02-01,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247,0.40906247
1153,2019-03-01,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836,0.96854836
1154,2019-04-01,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538,0.9593538
1155,2019-05-06,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208,0.9324208
1156,2019-06-03,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656,1.0626656
1157,2019-07-01,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017,0.8607017
1158,2019-08-01,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625,0.94386625
1159,2019-09-02,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701,0.9264701
1160,2019-10-08,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886,0.96022886
1161,2019-11-01,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498,0.9778498
1162,2019-12-02,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114,1.0034114
1163,2020-01-02,0.858903,0.858903,0.858903,0.858903,0.858903,0.858903,0.858903,0.858903,0.858903,0.858903
1164,2020-02-03,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286,1.0364286
1165,2020-03-02,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181,0.7576181
1166,2020-04-01,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773,1.1313773
1167,2020-05-06,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966,0.9282966
1168,2020-06-01,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066,1.0929066
1169,2020-07-01,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005,0.97533005
1170,2020-08-03,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305,0.96994305
1171,2020-09-01,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196,0.87640196
1172,2020-10-09,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687,0.93953687
1173,2020-11-02,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154,0.62179154
1174,2020-12-01,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268,1.0494268
1175,2018-12-03,0.990017,0.990017,0.990017,0.990017,0.990017,0.990017,0.990017,0.990017,0.990017,0.990017
1176,2019-01-02,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707,0.94885707
1177,2019-02-01,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216,1.1065216
1178,2019-03-01,0.978003,0.978003,0.978003,0.978003,0.978003,0.978003,0.978003,0.978003,0.978003,0.978003
1179,2019-04-01,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117,0.9439117
1180,2019-05-06,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532,0.8288532
1181,2019-06-03,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321,0.9101321
1182,2019-07-01,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688,0.9378688
1183,2019-08-01,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636,0.85019636
1184,2019-09-02,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102,1.0325102
1185,2019-10-08,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003,0.86168003
1186,2019-11-01,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837,0.9087837
1187,2019-12-02,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955,0.98074955
1188,2020-01-02,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307,1.0526307
1189,2020-02-03,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674,0.90489674
1190,2020-03-02,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371,1.0497371
1191,2020-04-01,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517,1.0685517
1192,2020-05-06,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851,0.9398851
1193,2020-06-01,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447,1.0136447
1194,2020-07-01,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274,0.92385274
1195,2020-08-03,0.95342,0.95342,0.95342,0.95342,0.95342,0.95342,0.95342,0.95342,0.95342,0.95342
1196,2020-09-01,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931,0.9964931
1197,2020-10-09,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523,1.0213523
1198,2020-11-02,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406,0.9167406
1199,2020-12-01,0.920272,0.920272,0.920272,0.920272,0.920272,0.920272,0.920272,0.920272,0.920272,0.920272
1200,2018-12-03,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679,0.9676679
1201,2019-01-02,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796,1.0711796
1202,2019-02-01,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939,1.0114939
1203,2019-03-01,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105,0.6166105
1204,2019-04-01,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298,1.0848298
1205,2019-05-06,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797,0.98888797
1206,2019-06-03,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523,1.3006523
1207,2019-07-01,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173,0.91771173
1208,2019-08-01,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576,1.1410576
1209,2019-09-02,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785,0.9607785
1210,2019-10-08,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644,1.1045644
1211,2019-11-01,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977,1.0522977
1212,2019-12-02,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912,0.9997912
1213,2020-01-02,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306,0.9762306
1214,2020-02-03,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622,1.1086622
1215,2020-03-02,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337,1.0441337
1216,2020-04-01,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904,1.0699904
1217,2020-05-06,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864,1.0062864
1218,2020-06-01,0.793263,0.793263,0.793263,0.793263,0.793263,0.793263,0.793263,0.793263,0.793263,0.793263
1219,2020-07-01,0.942345,0.942345,0.942345,0.942345,0.942345,0.942345,0.942345,0.942345,0.942345,0.942345
1220,2020-08-03,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726,0.99433726
1221,2020-09-01,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583,1.0272583
1222,2020-10-09,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169,0.9428169
1223,2020-11-02,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448,0.9133448
1224,2020-12-01,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466,0.91872466
1225,2018-12-03,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674,1.1153674
1226,2019-01-02,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907,1.1537907
1227,2019-02-01,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299,1.0020299
1228,2019-03-01,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814,0.9423814
1229,2019-04-01,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461,0.6239461
1230,2019-05-06,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173,1.0568173
1231,2019-06-03,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698,1.2089698
1232,2019-07-01,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637,0.93802637
1233,2019-08-01,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369,1.0019369
1234,2019-09-02,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333,0.82224333
1235,2019-10-08,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206,0.86914206
1236,2019-11-01,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323,0.92961323
1237,2019-12-02,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545,0.9147545
1238,2020-01-02,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486,1.0233486
1239,2020-02-03,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414,1.0342414
1240,2020-03-02,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346,0.9667346
1241,2020-04-01,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536,0.97480536
1242,2020-05-06,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149,1.1020149
1243,2020-06-01,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892,0.6476892
1244,2020-07-01,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951,0.8960951
1245,2020-08-03,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156,1.0514156
1246,2020-09-01,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671,0.8996671
1247,2020-10-09,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987,0.9462987
1248,2020-11-02,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688,0.9562688
1249,2020-12-01,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078,0.9238078
1250,2018-12-03,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361,1.0751361
1251,2019-01-02,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403,0.9952403
1252,2019-02-01,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565,1.2069565
1253,2019-03-01,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881,1.1404881
1254,2019-04-01,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857,1.1609857
1255,2019-05-06,1.08126,1.08126,1.08126,1.08126,1.08126,1.08126,1.08126,1.08126,1.08126,1.08126
1256,2019-06-03,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613,0.97050613
1257,2019-07-01,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144,0.94778144
1258,2019-08-01,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227,0.81992227
1259,2019-09-02,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287,1.0604287
1260,2019-10-08,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675,1.0899675
1261,2019-11-01,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338,1.0572338
1262,2019-12-02,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245,0.83752245
1263,2020-01-02,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275,0.88734275
1264,2020-02-03,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104
1265,2020-03-02,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137
1266,2020-04-01,0.985461,0.985461,0.985461,0.985461,0.985461,0.985461,0.985461,0.985461,0.985461,0.985461
1267,2020-05-06,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033,0.83877033
1268,2020-06-01,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691,0.9289691
1269,2020-07-01,0.966484,0.966484,0.966484,0.966484,0.966484,0.966484,0.966484,0.966484,0.966484,0.966484
1270,2020-08-03,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342,1.0342342
1271,2020-09-01,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134,0.95275134
1272,2020-10-09,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553,1.2099553
1273,2020-11-02,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635,1.2124635
1274,2020-12-01,1.081054,1.081054,1.081054,1.081054,1.081054,1.081054,1.081054,1.081054,1.081054,1.081054
1275,2018-12-03,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678,1.2597678
1276,2019-01-02,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813,1.2643813
1277,2019-02-01,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083,1.1399083
1278,2019-03-01,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743,1.1904743
1279,2019-04-01,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705,1.0788705
1280,2019-05-06,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547,1.1136547
1281,2019-06-03,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916,0.9116916
1282,2019-07-01,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764,0.8548764
1283,2019-08-01,0.977544,0.977544,0.977544,0.977544,0.977544,0.977544,0.977544,0.977544,0.977544,0.977544
1284,2019-09-02,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399,0.9689399
1285,2019-10-08,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749,1.1099749
1286,2019-11-01,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897,0.9325897
1287,2019-12-02,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217,1.0063217
1288,2020-01-02,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695,1.0113695
1289,2020-02-03,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104,0.9877104
1290,2020-03-02,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137,0.9892137
1291,2020-04-01,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602,0.9556602
1292,2020-05-06,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746,1.0891746
1293,2020-06-01,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966,0.74425966
